index,loc_name,storeid,address_raw,city,work_time,RunDate,loc_type,brand,shop_info
0,泰安东岳大街店,(No.A0832),泰山区财源街道东岳大街258号,泰安,10:00-21:00,08/01/21 07:10,代运营,luckin coffee,
1,泰安宝龙城市广场店,(No.A1595),泰山区泰前街道宝龙城市广场B区2幢1036号,泰安,10:00-21:00,08/01/21 07:10,代运营,luckin coffee,
2,泰安万达广场店,(No.A1363),泰山区财源街道万达金街E区124号,泰安,08:00-22:00,08/01/21 07:10,代运营,luckin coffee,
3,泰山科技学院店,(No.A1187),岱岳区山口镇学院西路8号山东科技大学泰山科技学院新校区东岳书院院内,泰安,09:00-20:00,08/01/21 07:10,代运营,luckin coffee,
4,泰安吾悦金街店,(No.A1978),敬请期待!,泰安,08:00-18:00,08/01/21 07:10,代运营,luckin coffee,
5,曲阜师大店,(No.A1834),敬请期待!,泰安,08:00-18:00,08/01/21 07:10,代运营,luckin coffee,
6,南通如皋新城吾悦广场店,(No.A0861),如皋市如城街道惠政路5号新城吾悦广场金街4-103（肯德基旁向南18米）,如皋(南通),08:00-21:00,08/01/21 07:10,代运营,luckin coffee,
7,如皋安定广场安定街店,(No.A0870),如皋市安定街5好安定广场艾安阁北侧绿叶童装旁,如皋(南通),07:00-23:00,08/01/21 07:10,代运营,luckin coffee,
8,河源翔丰商业广场店,(No.A1315),源城区上城街道翔丰商业广场,河源,08:30-22:30,08/01/21 07:10,代运营,luckin coffee,
9,河源万隆城店,(No.A1236),源城区中山大道218号万隆财富中心写字楼一层大堂L102,河源,08:30-22:30,08/01/21 07:10,代运营,luckin coffee,
10,河源坚基店,(No.A1338),源城区东埔街道越王大道汇景御府中央,河源,08:30-22:30,08/01/21 07:10,代运营,luckin coffee,
11,河源大学城店,(No.A1299),源城区源南镇胜利上门七娘寨地段东环路西面广晟学府花园汇华苑B7栋0011号,河源,08:30-22:00,08/01/21 07:10,代运营,luckin coffee,
12,三明东新三路店,(No.A0366),梅列区东新三路153号,三明,10:00-22:00,08/01/21 07:10,代运营,luckin coffee,
13,三明学院南区店,(No.A1345),三元区荆东路25号三明学院南区京元食堂一层档口,三明,10:30-19:30,08/01/21 07:10,代运营,luckin coffee,
14,三明万达广场店,(No.A1972),敬请期待!,三明,08:00-18:00,08/01/21 07:10,代运营,luckin coffee,
15,宁化天骏店,(No.A1328),宁化县天骏金街11栋109号,三明,09:30-22:00,08/01/21 07:10,代运营,luckin coffee,
16,永安水院学生街店,(No.A1821),国林路699--38号店铺,三明,09:00-22:00,08/01/21 07:10,代运营,luckin coffee,
17,楚雄兆顺第一城店,(No.A0795),鹿环城西路26号兆顺第一城一楼中庭,楚雄(楚雄彝族自治州),09:30-22:30,08/01/21 07:10,代运营,luckin coffee,
18,彝人古镇彝人部落店,(No.A1192),东瓜镇车坪路彝人古镇彝人部落C76幢,楚雄(楚雄彝族自治州),10:00-23:00,08/01/21 07:10,代运营,luckin coffee,
19,淮南八佰伴商场店,(No.A1469),田家庵区朝阳街道八佰伴一层东门,淮南,10:00-22:00,08/01/21 07:10,代运营,luckin coffee,
20,淮南吾悦广场店,(No.A1916),吾悅广场二号门东侧,淮南,08:30-22:30,08/01/21 07:10,代运营,luckin coffee,
21,商贸文化广场西门店,(No.A2002),敬请期待!,淮南,今日休息中,08/01/21 07:10,代运营,luckin coffee,
22,淮南师范学院店,(No.A2020),敬请期待!,淮南,今日休息中,08/01/21 07:10,代运营,luckin coffee,
23,凯里国贸购物中心店,(No.A0015),凯里市城西街道国贸购物中心1层,黔东南苗族侗族自治州,10:30-22:00,08/01/21 07:10,代运营,luckin coffee,
24,凯里九方购物中心店,(No.A2092),敬请期待!,黔东南苗族侗族自治州,08:00-18:00,08/01/21 07:10,代运营,luckin coffee,
25,镇江苏宁广场店,(No.6811),京口区中山东路301号苏宁广场五层,镇江,09:30-21:30,08/01/21 07:10,自运营,luckin coffee,
26,漫书城店,(No.3036),京口区中山东路254号漫书城底铺,镇江,07:30-20:30,08/01/21 07:10,自运营,luckin coffee,
27,镇江市电信局店,(No.6054),润州区电力路18号一层,镇江,今日休息中,08/01/21 07:10,自运营,luckin coffee,
28,梦溪广场店,(No.4764),京口区梦溪路14号,镇江,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
29,中浩国际广场店,(No.3493),润州区黄山路66号中浩国际广场底商,镇江,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
30,镇江文广集团店,(No.3467),京口区长江路33号镇江文广集团底商,镇江,今日休息中,08/01/21 07:10,自运营,luckin coffee,
31,镇江凤凰广场店,(No.4457),京口区东吴路48号10109-3号,镇江,09:30-21:30,08/01/21 07:10,自运营,luckin coffee,
32,协信星光时代广场店,(No.4378),润州区中山西路92号镇江协信星光时代广场四层,镇江,10:00-21:00,08/01/21 07:10,自运营,luckin coffee,
33,扬中通达商厦店,(No.A1612),前进北路通达商厦一层,镇江,09:00-20:30,08/01/21 07:10,代运营,luckin coffee,
34,高港大润发店,(No.A1496),高港区口岸街道 金港中路1号高港时代广场A幢1178室商业中心,镇江,08:00-21:30,08/01/21 07:10,代运营,luckin coffee,
35,圌心大厦店,(No.4312),京口区赵声路398号1幢圌心大厦一层大堂,镇江,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
36,泰兴万达广场店,(No.A1594),鼓楼北路333号万达广场3号门1F层1025商铺,镇江,08:00-22:00,08/01/21 07:10,代运营,luckin coffee,
37,泰兴吾悦广场金街店,(No.A1904),济川街道泰兴吾悦广场S1-130铺位,镇江,08:00-21:00,08/01/21 07:10,代运营,luckin coffee,
38,泰兴鼓楼购物中心店,(No.A1837),鼓楼西路2号襟江巷南侧东,镇江,08:30-21:00,08/01/21 07:10,代运营,luckin coffee,
39,泰兴吾悦广场店,(No.A1368),敬请期待!,镇江,08:00-18:00,08/01/21 07:10,代运营,luckin coffee,
40,常发大厦店,(No.2793),润州区黄山西路29号常发大厦一层大堂,镇江,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
41,镇江万达广场店,(No.2859),润州区黄山西路19号万达广场室内步行街一层1006-A商铺,镇江,09:30-21:30,08/01/21 07:10,自运营,luckin coffee,
42,镇江新城吾悦广场店,(No.3263),京口区丁卯桥路233号吾悦广场一层中国移动营业厅,镇江,08:30-21:30,08/01/21 07:10,自运营,luckin coffee,
43,镇江书香世家酒店店,(No.3551),润州区冠城路8号书香世家酒店一层大堂,镇江,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
44,中建大观天下店,(No.3766),京口区学府路88号中建大厦一层101号,镇江,08:00-18:30,08/01/21 07:10,自运营,luckin coffee,
45,泰州数据产业园区店,(No.A1439),高港区药城大道799号数据大厦A幢101室,镇江,08:00-20:00,08/01/21 07:10,代运营,luckin coffee,
46,大润发江都店,(No.4353),江都区仙女镇文昌东路1168号新加坡城大润发底商,镇江,08:00-20:30,08/01/21 07:10,自运营,luckin coffee,
47,红豆万花城店,(No.C0526),广陵区生态科技新城三笑大道101号红豆万花城103号店铺,镇江,今日休息中,08/01/21 07:10,代运营,小鹿茶,
48,丹阳吾悦广场店,(No.A0077),丹阳市开发区金陵西路88号吾悦广场A座写字楼大堂,镇江,09:00-20:30,08/01/21 07:10,代运营,luckin coffee,
49,丹阳八佰伴店,(No.6347),丹阳市云阳街道新民中路2号八佰伴购物中心一层,镇江,09:30-21:00,08/01/21 07:10,自运营,luckin coffee,
50,西津渡店,(No.6065),润州区银山门3号内底商,镇江,08:30-20:00,08/01/21 07:10,自运营,luckin coffee,
51,国投商务广场店,(No.3796),润州区南山路61号国控大厦1幢一层102室,镇江,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
52,镇江宝龙广场店,(No.7153),丹徒区谷阳中大道75号宝龙广场一层017,镇江,10:00-22:00,08/01/21 07:10,自运营,luckin coffee,
53,江苏科技大学长山校区店,(No.6800),丹徒区新城长晖路666号江苏科技大学长山校区图书馆一层,镇江,08:00-21:00,08/01/21 07:10,自运营,luckin coffee,
54,丹阳金鹰店,(No.6274),丹阳市云阳街道新民路99号金鹰购物中心一层,镇江,10:00-21:30,08/01/21 07:10,自运营,luckin coffee,
55,金坛新城吾悦广场店,(No.6277),金坛区南环二路1206-5号新城吾悦广场二层2005号,镇江,10:00-21:30,08/01/21 07:10,自运营,luckin coffee,
56,金坛司马坊新天地店,(No.A1325),金坛区金城镇司马坊商业步行街E143号,镇江,09:30-20:30,08/01/21 07:10,代运营,luckin coffee,
57,常州科技街D座店,(No.6288),钟楼区玉龙南路科技街D座一层大堂,镇江,今日休息中,08/01/21 07:10,自运营,luckin coffee,
58,常州宝龙广场店,(No.6231),钟楼区北港街道宝龙国际花园52-51号,镇江,09:00-20:30,08/01/21 07:10,自运营,luckin coffee,
59,常州龙湖天街店,(No.A0819),钟楼区龙湖龙与城商铺65-11号,镇江,09:00-21:00,08/01/21 07:10,代运营,luckin coffee,
60,江苏理工学院西苑店,(No.6232),武进区中吴大道1801号江苏理工学院欧耶超市内,镇江,09:00-20:00,08/01/21 07:10,自运营,luckin coffee,
61,江苏理工学院店,(No.6090),武进区中吴大道1801号江苏理工学院八角餐厅内,镇江,09:00-20:00,08/01/21 07:10,自运营,luckin coffee,
62,ASK众创部落店,(No.3520),常州市新北区华山中路8号ASK众创部落7号楼一层大堂,镇江,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
63,江大学府路店,(No.6859),京口区学府路308号水木阳光商一层2-104,镇江,08:00-21:00,08/01/21 07:10,自运营,luckin coffee,
64,新桥商业广场店,(No.6271),新北区新桥镇新桥大街1132号移动营业厅内,镇江,09:00-18:30,08/01/21 07:10,自运营,luckin coffee,
65,江南环球港店,(No.6835),新北区龙虎塘街道通江中路598号江南环球港负一层B1007-1,镇江,10:00-21:30,08/01/21 07:10,自运营,luckin coffee,
66,常州金城大厦店,(No.2914),新北区汉江中路368号金城大厦底商,镇江,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
67,浩源大厦店,(No.2863),新北区通江中路266号浩源大厦一层大堂,镇江,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
68,句容中央商场店,(No.A0638),句容市华阳镇华阳东路1号雨润国际广场105号,镇江,08:30-21:30,08/01/21 07:10,代运营,luckin coffee,
69,交通职业技术学院店,(No.6536),江宁区江宁大学城龙眠大道629号交通职业技术学院第一食堂一层,镇江,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
70,中国药科大学店,(No.6656),江宁区淳化街道中国药科大学江宁校区图书馆二层,镇江,09:30-19:30,08/01/21 07:10,自运营,luckin coffee,
71,江苏海事职业技术学院店,(No.6760),江宁区淳化街道江苏海事职业技术学院念稼餐厅二层,镇江,07:30-20:30,08/01/21 07:10,自运营,luckin coffee,
72,天赋广场店,(No.A1079),江宁区麒麟街道悦民路128号天赋广场22幢116室,镇江,08:30-20:30,08/01/21 07:10,代运营,luckin coffee,
73,江宁高新区人才公寓店,(No.6075),江宁区淳化街道芝行路161号一层,镇江,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
74,南京晓庄学院方山校区店,(No.7124),江宁区弘景大道3601号晓庄学院方山校区大学生服务中心二层,镇江,09:00-22:00,08/01/21 07:10,自运营,luckin coffee,
75,金陵科技学院店,(No.4982),江宁区弘景大道99号金陵科技学院北区第一食堂二层,镇江,08:00-20:00,08/01/21 07:10,自运营,luckin coffee,
76,南京万达茂店,(No.3264),栖霞区仙林大道181号万达茂二层,镇江,10:00-20:30,08/01/21 07:10,自运营,luckin coffee,
77,江苏生命科技创新园店,(No.1816),仙林街道纬地路9号江苏生命科技创新园A1区一层,镇江,今日休息中,08/01/21 07:10,自运营,luckin coffee,
78,南京大学仙林校区店,(No.2580),栖霞区仙林大道163号南京大学仙林校区诚园5幢底商,镇江,08:00-21:00,08/01/21 07:10,自运营,luckin coffee,
79,南京大学仙林校区四组团店,(No.7164),栖霞区栖霞大道163号南京大学仙林校区四组团门面房南京大学小移人家营业厅一层,镇江,10:00-18:00,08/01/21 07:10,自运营,luckin coffee,
80,南京工业职业技术学院店,(No.2344),栖霞区仙林大学城羊山北路1号南京工业职业技术学院五号食堂二层,镇江,08:00-20:00,08/01/21 07:10,自运营,luckin coffee,
81,南京信息职业技术学院店,(No.3466),栖霞区文澜路99号南京信息职业技术学院第二食堂二层,镇江,08:00-19:00,08/01/21 07:10,自运营,luckin coffee,
82,南理工紫金学院店,(No.2274),栖霞区文澜路89号南京理工大学紫金学院五食堂一层,镇江,08:30-19:00,08/01/21 07:10,自运营,luckin coffee,
83,南京邮电大学仙林校区店,(No.4305),栖霞区文苑路9号南京邮电大学仙林校区图书馆一层G01室,镇江,08:00-20:00,08/01/21 07:10,自运营,luckin coffee,
84,南京传媒学院店,(No.2782),江宁区弘景大道3666号中国传媒大学南广学院三食堂一层中超华城超市,镇江,08:30-20:00,08/01/21 07:10,自运营,luckin coffee,
85,溧水区国美电器店,(No.A1062),溧水区通济街12号,镇江,09:00-21:00,08/01/21 07:10,代运营,luckin coffee,
86,溧水产业新城店,(No.C0251),溧水区经济开发区创业路89号,镇江,今日休息中,08/01/21 07:10,代运营,小鹿茶,
87,南京南航金城步行街店,(No.C0468),江宁区禄口街道航金大道金城商业街5-013号底商,镇江,11:00-20:00,08/01/21 07:10,代运营,小鹿茶,
88,南航金城学院店,(No.A2069),敬请期待!,镇江,08:00-18:00,08/01/21 07:10,代运营,luckin coffee,
89,南京医科大学江宁校区店,(No.6873),江宁区淳化街道南京医科大学江宁校区青教公寓南侧一层,镇江,09:00-21:00,08/01/21 07:10,自运营,luckin coffee,
90,紫东国际创意园店,(No.1031),栖霞区紫东路1号紫东创意园1幢F4栋一层,镇江,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
91,扬州江海学院店,(No.7095),邗江区扬子江南路5号江海职业技术学院生活区4-2号铺,镇江,07:00-22:00,08/01/21 07:10,自运营,luckin coffee,
92,滨州学院店,(No.A1131),滨州学院兴顺智慧餐厅二楼,滨州,今日休息中,08/01/21 07:10,代运营,luckin coffee,
93,滨州IFC购物中心店,(No.A0083),滨城区IFC购物中心1-006,滨州,08:00-22:00,08/01/21 07:10,代运营,luckin coffee,
94,滨州万达广场店,(No.A2101),敬请期待!,滨州,08:00-18:00,08/01/21 07:10,代运营,luckin coffee,
95,淄博名尚银泰城店,(No.A0867),高新区鲁泰大道9号名尚银泰城一层东南角5号门花神庙街入口处,滨州,09:30-22:00,08/01/21 07:10,代运营,luckin coffee,
96,淄博万达广场店,(No.A2030),敬请期待!,滨州,09:00-22:00,08/01/21 07:10,代运营,luckin coffee,
97,淄博水晶街店,(No.A1828),张店区重庆路水晶街D2座1层6号铺,滨州,09:00-22:00,08/01/21 07:10,代运营,luckin coffee,
98,淄博王府井广场店,(No.A0991),张店区公园街道王府井名店街6号,滨州,09:00-21:30,08/01/21 07:10,代运营,luckin coffee,
99,淄博印象汇店,(No.A0276),张店区印象汇一层1-11号,滨州,08:00-22:00,08/01/21 07:10,代运营,luckin coffee,
100,华润大厦万象汇店,(No.A1021),张店区体育场街道金晶大道68号华润大厦一层大堂南区,滨州,10:00-21:00,08/01/21 07:10,代运营,luckin coffee,
101,济南工程职业技术学院店,(No.6434),章丘区经十东路6088号济南工程职业技术学院餐厅二层,滨州,今日休息中,08/01/21 07:10,自运营,luckin coffee,
102,齐鲁师范学院章丘校区店,(No.3511),章丘区文博路2号齐鲁师范学院章丘校区第二餐厅一层,滨州,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
103,山东传媒职业学院店,(No.4898),章丘区经十东路8678号山东传媒职业学院学生餐厅二层西侧,滨州,今日休息中,08/01/21 07:10,自运营,luckin coffee,
104,恩施航空大道店,(No.A0469),恩施航空大道105号,恩施土家族苗族自治州,08:00-20:00,08/01/21 07:10,代运营,luckin coffee,
105,恩施舞阳商场店,(No.A1274),舞阳坝街道沿江路573号舞阳Ｍall广场3层F3-301,恩施土家族苗族自治州,09:30-21:00,08/01/21 07:10,代运营,luckin coffee,
106,恩施九立方购物中心店,(No.A1224),恩施市舞阳坝街道九立方国际购物中心2层2-D-9-1号,恩施土家族苗族自治州,09:30-20:30,08/01/21 07:10,代运营,luckin coffee,
107,恩施市学院店,(No.A0935),恩施市学院路73号,恩施土家族苗族自治州,10:00-21:00,08/01/21 07:10,代运营,luckin coffee,
108,利川欧泰广场店,(No.A1583),都亭街道清江大道88号欧泰广场一层中庭,恩施土家族苗族自治州,09:30-20:30,08/01/21 07:10,代运营,luckin coffee,
109,潜江园林北路商业街店,(No.A1431),园林街道园林北路1号铺位,潜江,09:30-22:00,08/01/21 07:10,代运营,luckin coffee,
110,潜江园林二中店,(No.A1479),园林路原印刷厂第52号商铺,潜江,10:00-22:30,08/01/21 07:10,代运营,luckin coffee,
111,四川物资大厦店,(No.3200),锦江区人民东路48号四川物资大厦一层104号,成都,07:30-20:00,08/01/21 07:10,自运营,luckin coffee,
112,仁和春天店,(No.1227),锦江区人民东路61号仁和中心后侧一层2号,成都,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
113,天府中心店,(No.0634),青羊区西华门街 17 号天府中心一层大堂,成都,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
114,喜来登酒店店,(No.1576),青羊区人民中路一段15号天府丽都喜来登酒店一层100号,成都,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
115,成都新世界百货店,(No.2675),锦江区顺城大街8号新世界百货负一层B0130号,成都,10:00-20:30,08/01/21 07:10,自运营,luckin coffee,
116,成都富力广场店,(No.6914),青羊区上西顺城街289号一层1055号,成都,08:00-21:00,08/01/21 07:10,自运营,luckin coffee,
117,世贸中心安逸酒店店,(No.7133),青羊区鼓楼南街174号附1号丙幢一层1号,成都,08:00-21:00,08/01/21 07:10,自运营,luckin coffee,
118,锦阳商厦店,(No.1756),青羊区提督街58号1栋一层6-10号,成都,09:00-18:00,08/01/21 07:10,自运营,luckin coffee,
119,第一城店,(No.0097),锦江区小科甲巷1号第一城大厦B座二层1号,成都,08:00-20:30,08/01/21 07:10,自运营,luckin coffee,
120,浦江国际店,(No.0102),青羊区小福建营巷浦江国际写字楼一层大堂,成都,08:30-18:00,08/01/21 07:10,自运营,luckin coffee,
121,布鲁明顿广场店,(No.0138),高新区益州大道北段布鲁明顿广场A座1栋2单元一层北交金科大堂,成都,今日休息中,08/01/21 07:10,自运营,luckin coffee,
122,力宝大厦店,(No.0140),武侯区科华北路62号力宝大厦二层13号,成都,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
123,威登酒店店,(No.0098),锦江区暑袜北二街威登酒店一层大堂,成都,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
124,华宇美乐街店,(No.0139),武侯区人民南路四段华宇蓉国府负一层1-3号,成都,08:00-20:30,08/01/21 07:10,自运营,luckin coffee,
125,阳光新业店,(No.0032),锦江区青和里南段55号阳光新业中心2号楼一层大堂,成都,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
126,恒大广场店,(No.0086),青羊区提督街99号恒大广场负一层B1023-6号,成都,10:00-19:30,08/01/21 07:10,自运营,luckin coffee,
127,都江堰杨柳河街店,(No.C0025),都江堰市灌口街道柳河社区杨柳河街62号,成都,10:30-20:30,08/01/21 07:10,代运营,小鹿茶,
128,什邡春熙路店,(No.A0775),什邡市方亭镇文化南街春熙路商业广场42号1幢一层26号,成都,09:30-20:00,08/01/21 07:10,代运营,luckin coffee,
129,绵竹中心广场店,(No.A1193),绵竹市中心广场西时代都汇时代新街1-21,成都,09:30-22:00,08/01/21 07:10,代运营,luckin coffee,
130,广汉银座城市中心店,(No.A1495),中山大道北二段19号银座城市中心3栋1层,成都,09:00-21:00,08/01/21 07:10,代运营,luckin coffee,
131,广汉百伦百货店,(No.A1054),中山大道南一段百伦百货L1层6号,成都,09:00-22:00,08/01/21 07:10,代运营,luckin coffee,
132,广汉书院街店,(No.A1817),广汉市书院街三段114号,成都,09:00-21:00,08/01/21 07:10,代运营,luckin coffee,
133,IMC美程广场店,(No.3707),青白江区凤凰西七路5号IMC美程广场一层46-1017号,成都,10:00-21:30,08/01/21 07:10,自运营,luckin coffee,
134,悦荟时代广场店,(No.3739),青白江区大弯同华大道199号悦荟时代广场10幢1单元一层18号,成都,08:00-20:00,08/01/21 07:10,自运营,luckin coffee,
135,德阳工农村店,(No.A0669),旌阳区工农村云峰山路395号,成都,09:30-20:00,08/01/21 07:10,代运营,luckin coffee,
136,德阳银鑫五洲广场店,(No.A0635),旌阳区工农街道松花江南路10号银鑫-五洲广场21号楼大堂,成都,08:00-20:30,08/01/21 07:10,代运营,luckin coffee,
137,金堂金都华府店,(No.A0436),金堂县滨江路二段218#底商,成都,09:30-21:00,08/01/21 07:10,代运营,luckin coffee,
138,国色天乡店,(No.3441),温江区万春镇江宁南路447号附113号国色天乡商业街购物中心一层,成都,08:30-20:00,08/01/21 07:10,自运营,luckin coffee,
139,成都中医药大学温江店,(No.A1997),温江区柳台大道1166号学生二食堂W-36号,成都,09:00-18:00,08/01/21 07:10,代运营,luckin coffee,
140,温江商会广场店,(No.4381),温江区海科路东段78号商会广场一层,成都,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
141,菁蓉镇店,(No.6012),郫都区德源镇菁蓉镇红旗大道北段158号,成都,今日休息中,08/01/21 07:10,自运营,luckin coffee,
142,四川农业大学成都校区店,(No.7046),温江区公平街道四川农业大学成都校区学生食堂负一层超市,成都,09:30-20:30,08/01/21 07:10,自运营,luckin coffee,
143,德昆新天地店,(No.2719),温江区光华大道三段1856号德昆新天地2号楼一层大堂,成都,07:30-20:00,08/01/21 07:10,自运营,luckin coffee,
144,成都新光天地店,(No.7208),温江区光华大道三段1601号新光天地写字楼一层大堂,成都,08:00-18:00,08/01/21 07:10,自运营,luckin coffee,
145,西南石油大学店,(No.2620),新都区新都街道8号西南石油大学建科商业广场一层11号,成都,09:00-18:30,08/01/21 07:10,自运营,luckin coffee,
146,新都苏宁易购广场2F店,(No.7185),新都区蜀龙大道中段1333号苏宁易购广场二层中庭,成都,10:00-21:30,08/01/21 07:10,自运营,luckin coffee,
147,四川音乐学院新都店,(No.A1013),新都区川音一巷138号,成都,09:00-20:30,08/01/21 07:10,代运营,luckin coffee,
148,洛带古镇店,(No.4680),龙泉驿区洛带镇三峨街199号6栋附101号,成都,09:30-19:00,08/01/21 07:10,自运营,luckin coffee,
149,成都信息工程大学龙泉校区店,(No.6723),龙泉驿区同安街道成都信息工程大学龙泉校区食堂二楼大堂,成都,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
150,成都文理学院店,(No.A0746),成都文理学院金堂校区三期商铺F5场地桃李苑14栋一层,成都,今日休息中,08/01/21 07:10,代运营,luckin coffee,
151,钢铁领域店,(No.1601),成华区龙潭工业园成宏路18号钢铁领域写字楼A座一层大堂,成都,今日休息中,08/01/21 07:10,自运营,luckin coffee,
152,成都大学北门店,(No.A0949),龙泉驿区成洛路2025号附124号成都大学北门,成都,09:00-21:30,08/01/21 07:10,代运营,luckin coffee,
153,国机西南大厦店,(No.1577),成华区航天路50号国机西南大厦一层大堂,成都,今日休息中,08/01/21 07:10,自运营,luckin coffee,
154,成都理工大学东苑店,(No.A0657),成华区理工东苑商业街36号楼一层20号商铺,成都,今日休息中,08/01/21 07:10,代运营,luckin coffee,
155,金堂万达广场店,(No.A0067),金堂县万泰街6号万达广场四层4053A商铺,成都,10:00-21:30,08/01/21 07:10,代运营,luckin coffee,
156,汇融广场店,(No.3252),新都区方元路55号汇融广场一期2号楼底商,成都,07:30-20:00,08/01/21 07:10,自运营,luckin coffee,
157,圣沅·唐人街购物中心店,(No.7266),敬请期待!,成都,07:00-22:00,08/01/21 07:10,自运营,luckin coffee,
158,海滨城购物中心店,(No.6744),双流区双楠大道88号海滨城购物中心二层a288-2号,成都,09:00-21:30,08/01/21 07:10,自运营,luckin coffee,
159,双流万达广场店,(No.4451),双流区星空路二段双流万达广场底商 ,成都,09:00-21:30,08/01/21 07:10,自运营,luckin coffee,
160,东航中心店,(No.4624),双流区西航港大道中二段2105号东航中心大厦一层大堂,成都,08:00-18:30,08/01/21 07:10,自运营,luckin coffee,
161,信息工程大学空港店,(No.A1002),双流区西航港街道锦华路4段45号附1号商铺,成都,08:30-21:00,08/01/21 07:10,代运营,luckin coffee,
162,武侯鞋都南路店,(No.4230),武侯区鞋都南路139号风尚中心1幢一层,成都,09:00-20:00,08/01/21 07:10,自运营,luckin coffee,
163,西部智谷空体店,(No.4207),武侯区武兴五路433号1栋二层2号,成都,08:30-18:00,08/01/21 07:10,自运营,luckin coffee,
164,西部智谷店,(No.3009),武侯区武科西五路360号西部智谷10栋4单元一层5号,成都,08:00-19:00,08/01/21 07:10,自运营,luckin coffee,
165,空港国际城店,(No.2469),双流区大件路白家段280号喆啡酒店一层大堂,成都,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
166,川大锦江学院店,(No.A1541),彭山区彭溪街道四川大学锦江学院商业街2-121号,成都,09:00-21:00,08/01/21 07:10,代运营,luckin coffee,
167,四川大学锦江学院店,(No.A1182),敬请期待!,成都,09:30-21:00,08/01/21 07:10,代运营,luckin coffee,
168,光华中心店,(No.0570),青羊区光华北三路98号光华中心写字楼C座一层大堂,成都,08:00-19:30,08/01/21 07:10,自运营,luckin coffee,
169,百伦广场店,(No.3734),郫都区一环路西北段188号百伦广场商场一楼,成都,10:00-20:00,08/01/21 07:10,自运营,luckin coffee,
170,成都龙湖时代天街B馆店,(No.4606),高新西区合作路89号龙湖时代天街B馆商场负一层B1-B2号,成都,10:00-20:30,08/01/21 07:10,自运营,luckin coffee,
171,仁寿锦绣汇金广场店,(No.A1550),仁寿县怀仁街道锦绣汇金天地1栋1层36号,成都,08:00-21:30,08/01/21 07:10,代运营,luckin coffee,
172,仁寿万达店,(No.A1548),仁寿县普宁街道万达广场二层2073A,成都,10:00-22:00,08/01/21 07:10,代运营,luckin coffee,
173,仁寿美家好百货店,(No.A1392),仁寿县文林镇阳光路102号美家好百货店一层,成都,10:00-21:00,08/01/21 07:10,代运营,luckin coffee,
174,龙泉驿万达广场2F店,(No.7106),龙泉驿区龙泉街道创业北街2号万达广场二层2059号,成都,10:00-21:30,08/01/21 07:10,自运营,luckin coffee,
175,东方华大广场店,(No.4510),龙泉驿区龙泉北泉路177号东方华大广场项目2栋一层105号,成都,10:00-21:00,08/01/21 07:10,自运营,luckin coffee,
176,成都新城吾悦广场店,(No.4398),龙泉驿区桃都大道888号新城吾悅广场4楼4003-1号,成都,10:00-21:30,08/01/21 07:10,自运营,luckin coffee,
177,四川师范大学成龙校区店,(No.A0821),龙城大道768号,成都,08:30-20:00,08/01/21 07:10,代运营,luckin coffee,
178,百悦国际中心店,(No.3429),龙泉驿区金桉路88号百悦国际中心写字楼大堂,成都,08:00-18:30,08/01/21 07:10,自运营,luckin coffee,
179,AI创新中心店,(No.3190),双流区和乐一街71号AI创新中心A区4栋一层101号,成都,08:00-20:00,08/01/21 07:10,自运营,luckin coffee,
180,高新区华润时光里店,(No.A0914),高新区观东二街华润时光里4栋商铺2楼204号（成都高新新华学校正大门旁）,成都,09:00-20:00,08/01/21 07:10,代运营,luckin coffee,
181,蓝润ISC店,(No.1575),双流区天府新区华府大道一段1号蓝润ISC写字楼一层大堂,成都,08:00-19:00,08/01/21 07:10,自运营,luckin coffee,
182,天府软件园C区店,(No.2319),武侯区天华二路219号天府软件园C区11栋一层大堂,成都,今日休息中,08/01/21 07:10,自运营,luckin coffee,
183,眉山管理委员会店,(No.A0684),视高镇高新大道二段1号1幢一层大堂,成都,08:30-17:30,08/01/21 07:10,代运营,luckin coffee,
184,四川宝石花医院店,(No.4926),双流区通济巷26号四川宝石花医院第二住院楼一层大堂,成都,今日休息中,08/01/21 07:10,自运营,luckin coffee,
